OrderID,OrderDate,City,Category,Product,Quantity,Sales,Discount,Profit,PaymentMode
1066,2025-03-17,Jaipur,Furniture,Chair,2,5257.16,15,946.81,UPI
1067,2025-11-10,Delhi,Clothing,Jeans,5,4604.92,10,1084.83,Card
1068,2025-05-23,Jaipur,Electronics,Keyboard,1,1459.03,15,291.09,Card
1069,2025-06-12,Mumbai,Furniture,Table,4,9767.22,15,1350.43,Card
1070,2025-05-30,Delhi,Furniture,Table,6,15074.54,0,2515.61,Cash
1071,2025-06-16,Lucknow,Clothing,Shirt,1,845.83,20,122.02,UPI
1072,2025-04-25,Mumbai,Clothing,Jeans,3,2669.08,20,427.41,UPI
1073,2025-06-05,Lucknow,Electronics,Keyboard,3,4900.81,10,827.14,UPI
1074,2025-04-28,Delhi,Furniture,Table,3,8750.42,20,1302.67,UPI
1075,2025-01-23,Mumbai,Clothing,Jeans,5,3615.54,10,705.33,Cash
1076,2025-01-21,Lucknow,Furniture,Chair,4,11166.57,0,1847.94,UPI
1077,2025-09-13,Pune,Clothing,Jeans,3,3126.89,0,572.2,UPI
1078,2025-11-30,Jaipur,Clothing,Jeans,2,1991.64,0,378.41,UPI
1079,2025-05-19,Pune,Electronics,Headphones,4,7006.22,20,1474.95,Card
1080,2025-09-06,Lucknow,Furniture,Table,3,7459.21,20,1631.79,UPI
1081,2025-08-08,Jaipur,Clothing,Jeans,4,3903.28,0,654.6,UPI
1082,2025-06-19,Pune,Clothing,Shirt,6,4689.43,5,885.14,Card
1083,2025-07-22,Jaipur,Electronics,Headphones,6,9006.7,15,2106.71,Card
1084,2025-07-17,Pune,Furniture,Chair,4,12052.88,15,1747.3,Card
1085,2025-11-22,Pune,Furniture,Table,4,13547.79,15,2003.5,Card
1086,2025-02-20,Delhi,Furniture,Chair,3,10441.76,20,2192.57,Card
1087,2025-12-02,Delhi,Furniture,Table,2,6702.83,10,1032.1,Cash
1088,2025-07-20,Jaipur,Furniture,Table,3,9799.56,15,1839.94,Cash
1089,2025-03-07,Jaipur,Clothing,Shirt,5,4321.24,0,934.66,Cash
1090,2025-02-13,Jaipur,Furniture,Chair,1,3551.36,15,689.04,UPI
1091,2025-11-28,Mumbai,Electronics,Mouse,3,4494.08,15,717.47,Card
1092,2025-07-05,Lucknow,Electronics,Headphones,6,10724.41,20,1617.56,Card
1093,2025-09-25,Lucknow,Furniture,Chair,5,14473.18,5,2933.67,Card
1094,2025-03-24,Pune,Electronics,Headphones,6,8621.07,5,1347.67,Cash
1095,2025-08-11,Delhi,Electronics,Keyboard,5,8356.21,0,2087.93,UPI
1096,2025-09-23,Mumbai,Clothing,Shirt,3,2657.16,15,570.12,Cash
1097,2025-12-14,Lucknow,Furniture,Chair,1,2474.57,0,554.21,Cash
1098,2025-06-18,Lucknow,Clothing,Shirt,1,994.37,10,229.19,Cash
1099,2025-04-26,Delhi,Electronics,Mouse,4,5212.5,5,1209.92,Card
1100,2025-08-18,Jaipur,Clothing,Jeans,1,865.05,10,173.71,Card
1101,2025-07-10,Lucknow,Furniture,Chair,2,7113.5,10,1450.23,UPI
1102,2025-06-21,Pune,Clothing,Jeans,5,4918.28,20,726.1,Card
1103,2025-04-22,Lucknow,Clothing,Jeans,2,2062.34,5,394.89,Card
1104,2025-09-25,Pune,Clothing,Jeans,6,6135.04,10,1268.77,Cash
1105,2025-10-26,Delhi,Clothing,Shirt,2,1659.49,15,268.02,UPI
1106,2025-09-19,Delhi,Furniture,Chair,5,15751.18,10,3376.45,Cash
1107,2025-01-24,Mumbai,Clothing,Jeans,6,6392.69,5,961.35,UPI
1108,2025-06-14,Lucknow,Furniture,Chair,3,9595.76,15,1721.94,Card
1109,2025-12-17,Lucknow,Furniture,Chair,5,16883.73,10,3791.17,UPI
1110,2025-09-03,Jaipur,Clothing,Jeans,6,4821.25,20,671.65,Card
1111,2025-03-05,Mumbai,Clothing,Shirt,6,6272.03,15,1321.56,Cash
1112,2025-02-10,Mumbai,Clothing,Jeans,6,5731.62,20,1123.79,Card
1113,2025-01-13,Lucknow,Electronics,Headphones,4,5648.89,5,1032.54,Card
1114,2025-01-05,Delhi,Furniture,Table,5,13331.53,20,2000.01,Cash
1115,2025-06-08,Mumbai,Clothing,Jeans,5,4295.79,5,1019.75,Card
1116,2025-12-12,Delhi,Furniture,Chair,5,17117.46,0,2938.75,Card
1117,2025-01-02,Mumbai,Clothing,Shirt,3,2753.53,20,382.84,Card
1118,2025-01-05,Jaipur,Furniture,Chair,3,7590.51,10,1180.28,Card
1119,2025-04-10,Delhi,Electronics,Headphones,1,1363.82,0,272.12,Cash
1120,2025-01-01,Mumbai,Furniture,Chair,3,9081.09,20,1505.08,UPI
1121,2025-06-15,Lucknow,Furniture,Table,2,6560.7,0,1276.23,Card
1122,2025-07-01,Jaipur,Furniture,Table,2,4956.99,20,998.26,Cash
1123,2025-12-28,Delhi,Furniture,Table,1,3025.83,20,628.89,Cash
1124,2025-10-14,Lucknow,Furniture,Chair,2,6192.77,20,870.88,Card
1125,2025-04-15,Jaipur,Clothing,Jeans,5,4502.22,10,965.03,UPI
1126,2025-05-09,Mumbai,Furniture,Chair,2,5152.75,10,751.37,UPI
1127,2025-01-04,Lucknow,Clothing,Jeans,5,4662.74,10,876.13,Cash
1128,2025-03-13,Jaipur,Clothing,Shirt,5,3616.94,0,589.88,UPI
1129,2025-05-22,Lucknow,Clothing,Jeans,4,3051.69,0,702.62,Card
1130,2025-01-15,Jaipur,Furniture,Table,2,4830.47,10,868.96,Card
1131,2025-07-08,Jaipur,Furniture,Table,1,2517.02,5,527.1,Cash
1132,2025-02-27,Jaipur,Electronics,Mouse,4,5487.01,5,838.48,Cash
1133,2025-08-18,Delhi,Electronics,Mouse,3,5205.47,5,1243.66,UPI
1134,2025-02-13,Jaipur,Clothing,Jeans,4,4097.77,0,781.41,UPI
1135,2025-12-15,Mumbai,Clothing,Shirt,5,4377.57,10,869.88,Cash
1136,2025-05-14,Pune,Clothing,Shirt,2,1474.98,5,258.88,UPI
1137,2025-07-30,Mumbai,Furniture,Chair,5,15551.48,5,2778.41,Cash
1138,2025-01-26,Delhi,Furniture,Table,4,12155.44,5,1893.28,Cash
1139,2025-08-25,Lucknow,Clothing,Jeans,2,1580.01,20,338.02,UPI
1140,2025-11-05,Lucknow,Clothing,Shirt,1,899.9,0,167.11,Cash
1141,2025-04-22,Mumbai,Electronics,Headphones,4,4908.38,10,899.89,Cash
1142,2025-04-10,Delhi,Clothing,Jeans,6,4383.01,10,774.23,UPI
1143,2025-08-06,Pune,Clothing,Jeans,3,3128.3,15,733.31,Card
1144,2025-06-27,Jaipur,Clothing,Jeans,4,4283.28,10,883.65,UPI
1145,2025-09-24,Jaipur,Furniture,Chair,1,3063.33,0,486.09,UPI
1146,2025-01-30,Delhi,Electronics,Headphones,5,7548.13,20,1395.62,UPI
1147,2025-03-13,Delhi,Clothing,Jeans,2,2084.07,5,393.99,Cash
1148,2025-01-26,Pune,Electronics,Keyboard,2,3244.79,15,596.63,Card
1149,2025-10-18,Pune,Electronics,Headphones,4,6048.17,20,1014.58,Card
1150,2025-01-04,Pune,Furniture,Chair,3,10006.09,5,2288.58,UPI
1151,2025-11-05,Mumbai,Furniture,Chair,1,3206.93,15,750.34,UPI
1152,2025-03-10,Pune,Furniture,Chair,5,15982.09,15,3179.06,UPI
1153,2025-01-15,Lucknow,Electronics,Keyboard,4,5137.87,15,1056.58,Cash
1154,2025-01-03,Delhi,Electronics,Mouse,2,2749.65,0,575.18,Card
1155,2025-10-26,Lucknow,Clothing,Jeans,2,1833.94,5,380.54,Card
1156,2025-05-14,Lucknow,Furniture,Table,1,2705.55,20,399.48,Cash
1157,2025-04-21,Pune,Electronics,Keyboard,4,6250.72,20,1006.86,Card
1158,2025-11-15,Mumbai,Clothing,Jeans,2,2105.59,20,464.61,UPI
1159,2025-12-28,Pune,Furniture,Chair,4,12691.64,20,1681.75,UPI
1160,2025-12-11,Pune,Furniture,Table,2,5582.42,20,998.39,Card
1161,2025-04-18,Pune,Furniture,Table,3,9915.3,5,1890.76,Cash
1162,2025-07-17,Mumbai,Electronics,Mouse,3,4223.45,0,981.73,Card
1163,2025-08-04,Lucknow,Electronics,Headphones,1,1611.99,0,303.47,UPI
1164,2025-03-30,Lucknow,Electronics,Keyboard,5,8645.86,0,1339.92,Card
1165,2025-03-27,Lucknow,Clothing,Jeans,1,734.87,5,125.68,UPI
1166,2025-11-21,Pune,Electronics,Keyboard,3,5281.64,20,722.78,Card
1167,2025-06-06,Delhi,Furniture,Chair,6,18710.56,20,2899.62,Cash
1168,2025-11-16,Pune,Furniture,Table,4,13730.53,15,2965.74,Cash
1169,2025-11-14,Lucknow,Furniture,Chair,3,8320.74,10,1620.77,UPI
1170,2025-02-11,Delhi,Furniture,Table,1,2699.65,0,665.13,Cash
1171,2025-05-05,Delhi,Clothing,Shirt,3,3115.75,0,634.02,Cash
1172,2025-11-21,Pune,Furniture,Chair,6,19690.57,0,3883.32,UPI
1173,2025-08-16,Jaipur,Clothing,Jeans,2,1808.45,10,368.54,Cash
1174,2025-04-13,Delhi,Electronics,Keyboard,3,4264.14,0,642.98,UPI
1175,2025-04-18,Lucknow,Electronics,Keyboard,2,3318.26,10,469.93,UPI
1176,2025-01-03,Jaipur,Electronics,Mouse,3,3983.84,15,787.91,Cash
1177,2025-10-11,Lucknow,Furniture,Table,5,12830.35,0,2946.97,UPI
1178,2025-11-15,Pune,Electronics,Keyboard,5,6429.33,5,1024.96,Cash
1179,2025-08-07,Mumbai,Furniture,Table,3,8957.95,0,1447.7,UPI
1180,2025-11-11,Jaipur,Furniture,Chair,3,10631.56,5,1585.83,Cash
1181,2025-01-01,Pune,Clothing,Shirt,1,893.99,0,136.82,Cash
1182,2025-10-13,Pune,Electronics,Mouse,2,2778.52,0,614.37,Card
1183,2025-04-01,Delhi,Clothing,Jeans,3,3142.27,20,497.37,Card
1184,2025-08-10,Pune,Electronics,Headphones,6,7668.59,15,1592.75,Card
1185,2025-05-29,Delhi,Electronics,Mouse,5,8605.95,0,1300.36,Cash
1186,2025-07-18,Jaipur,Furniture,Chair,1,3043.12,15,547.55,Cash
1187,2025-05-12,Mumbai,Clothing,Shirt,4,4016.84,10,651.25,Card
1188,2025-12-23,Lucknow,Furniture,Table,3,9752.93,20,2109.35,Card
1189,2025-05-18,Delhi,Clothing,Shirt,4,3392.36,0,621.53,UPI
1190,2025-10-31,Jaipur,Furniture,Table,1,3149.7,20,622.97,UPI
1191,2025-01-24,Mumbai,Furniture,Chair,6,15535.67,15,2302.53,UPI
1192,2025-03-23,Jaipur,Clothing,Shirt,1,791.59,5,137.67,Card
1193,2025-03-16,Delhi,Furniture,Chair,4,14337.24,10,2599.33,UPI
1194,2025-10-19,Jaipur,Furniture,Chair,3,9290.31,10,1365.91,UPI
1195,2025-01-07,Mumbai,Electronics,Keyboard,1,1201.75,20,223.58,UPI
1196,2025-01-05,Pune,Clothing,Jeans,5,4980.51,15,1056.96,Card
1197,2025-12-30,Mumbai,Clothing,Jeans,4,3441.96,15,660.33,Cash
1198,2025-10-06,Jaipur,Furniture,Chair,1,2968.61,15,696.65,Cash
1199,2025-03-27,Mumbai,Furniture,Table,5,16296.01,15,3488.74,UPI
1200,2025-02-15,Pune,Electronics,Keyboard,6,9626.55,0,1914.16,Cash
1201,2025-11-27,Delhi,Electronics,Keyboard,5,8732.18,15,1833.11,UPI
1202,2025-06-20,Jaipur,Clothing,Jeans,2,2115.2,15,429.16,Card
1203,2025-09-09,Mumbai,Electronics,Mouse,1,1734.56,5,415.14,UPI
1204,2025-05-14,Lucknow,Clothing,Jeans,1,1031.59,10,188.35,Card
1205,2025-04-27,Delhi,Clothing,Shirt,1,946.57,5,139.93,Cash
1206,2025-08-01,Lucknow,Electronics,Headphones,2,3598.3,10,791.57,Card
1207,2025-12-02,Jaipur,Clothing,Shirt,6,5046.8,15,753.56,Card
1208,2025-07-05,Lucknow,Clothing,Shirt,1,1042.25,10,204.35,Cash
1209,2025-05-30,Mumbai,Clothing,Jeans,6,5492.51,20,1137.74,UPI
1210,2025-08-03,Delhi,Clothing,Jeans,5,3886.72,15,671.82,UPI
1211,2025-12-06,Mumbai,Furniture,Table,6,18596.0,10,3435.77,UPI
1212,2025-10-11,Pune,Clothing,Shirt,5,3757.76,5,729.48,Card
1213,2025-02-11,Pune,Furniture,Chair,5,17173.37,0,3698.86,Cash
1214,2025-09-13,Lucknow,Furniture,Table,2,6561.6,0,1070.8,UPI
1215,2025-12-12,Delhi,Electronics,Headphones,5,8382.13,5,1372.14,Card
1216,2025-04-02,Jaipur,Furniture,Chair,5,14162.68,15,2718.39,Cash
1217,2025-09-13,Pune,Furniture,Chair,6,14865.95,15,2585.0,Cash
1218,2025-08-23,Jaipur,Furniture,Table,2,5350.42,0,1232.37,Card
1219,2025-01-12,Jaipur,Furniture,Chair,6,21258.08,20,3295.21,UPI
1220,2025-01-04,Lucknow,Electronics,Mouse,5,8114.65,15,1590.97,UPI
1221,2025-06-11,Delhi,Electronics,Keyboard,3,4503.47,10,661.68,Card
1222,2025-07-10,Delhi,Clothing,Shirt,4,2920.84,5,434.3,Cash
1223,2025-01-21,Mumbai,Clothing,Jeans,1,1037.03,5,174.34,Cash
1224,2025-07-31,Jaipur,Electronics,Mouse,3,3638.62,15,660.15,Cash
1225,2025-12-10,Delhi,Clothing,Jeans,3,2447.31,5,416.1,Card
1226,2025-10-23,Pune,Furniture,Table,2,5221.37,20,816.04,Card
1227,2025-12-04,Mumbai,Furniture,Table,1,3512.18,5,605.19,Card
1228,2025-06-08,Delhi,Furniture,Table,4,14143.73,15,3189.11,Card
1229,2025-05-22,Delhi,Electronics,Headphones,2,2559.27,10,370.02,UPI
1230,2025-06-04,Pune,Furniture,Table,2,6802.05,10,1330.35,Card
1231,2025-05-27,Delhi,Furniture,Table,3,10123.02,15,1724.57,Card
1232,2025-03-14,Mumbai,Electronics,Mouse,5,8684.73,15,1840.79,Cash
1233,2025-10-27,Mumbai,Electronics,Headphones,6,8831.62,5,2105.45,UPI
1234,2025-08-20,Mumbai,Clothing,Jeans,4,3046.28,20,494.43,Card
1235,2025-04-22,Mumbai,Furniture,Table,1,2574.0,15,491.04,UPI
1236,2025-08-22,Lucknow,Clothing,Jeans,3,3068.22,15,483.63,UPI
1237,2025-07-14,Mumbai,Electronics,Keyboard,6,9037.13,20,1954.48,Cash
1238,2025-09-14,Delhi,Furniture,Table,4,14285.81,15,2466.91,UPI
1239,2025-06-20,Mumbai,Electronics,Mouse,4,5834.51,20,1201.43,Cash
1240,2025-09-22,Jaipur,Clothing,Shirt,5,4100.84,10,980.98,UPI
1241,2025-11-04,Mumbai,Electronics,Mouse,5,8502.73,5,2082.78,Cash
1242,2025-10-03,Delhi,Electronics,Keyboard,2,2723.88,5,591.74,Card
1243,2025-03-19,Jaipur,Electronics,Keyboard,1,1673.11,0,374.22,Cash
1244,2025-05-03,Delhi,Electronics,Mouse,4,5580.07,5,1108.23,Cash
1245,2025-10-06,Jaipur,Electronics,Headphones,4,6812.27,0,1594.99,Cash
1246,2025-06-17,Jaipur,Clothing,Shirt,4,3056.64,15,666.39,Cash
1247,2025-04-01,Mumbai,Clothing,Shirt,1,1020.55,15,193.32,Cash
1248,2025-05-10,Pune,Clothing,Jeans,4,3693.54,20,565.38,Cash
1249,2025-10-05,Jaipur,Clothing,Jeans,5,4528.67,0,916.0,Cash
1250,2025-06-04,Pune,Furniture,Table,4,14388.17,0,3268.24,Cash
1251,2025-04-28,Jaipur,Furniture,Table,3,8295.03,5,1260.93,Card
1252,2025-03-12,Mumbai,Clothing,Shirt,1,865.34,15,123.43,Card
1253,2025-12-29,Delhi,Furniture,Chair,6,20073.22,5,3288.13,Cash
1254,2025-12-29,Delhi,Electronics,Keyboard,5,6182.82,15,1380.73,Cash
1255,2025-06-03,Pune,Clothing,Shirt,6,4897.2,20,741.5,UPI
1256,2025-11-30,Lucknow,Electronics,Keyboard,3,4184.85,5,762.06,Cash
1257,2025-10-04,Jaipur,Clothing,Jeans,6,5230.48,20,1068.73,Cash
1258,2025-11-10,Delhi,Furniture,Table,5,16067.51,10,2972.82,UPI
1259,2025-09-28,Jaipur,Electronics,Headphones,5,6324.03,20,907.83,Cash
1260,2025-02-23,Delhi,Clothing,Shirt,4,3707.75,0,765.39,Card
1261,2025-06-25,Jaipur,Clothing,Shirt,2,1856.01,5,419.16,UPI
1262,2025-10-25,Jaipur,Furniture,Chair,1,2842.55,0,590.04,UPI
1263,2025-12-03,Delhi,Electronics,Mouse,4,6722.05,0,1170.04,Card
1264,2025-11-15,Jaipur,Electronics,Mouse,1,1427.16,15,295.7,Cash
1265,2025-06-06,Lucknow,Clothing,Shirt,6,4430.37,5,814.85,UPI
1266,2025-03-31,Delhi,Furniture,Table,5,15771.08,20,2503.68,Cash
1267,2025-03-14,Lucknow,Electronics,Mouse,3,3867.82,0,848.69,Cash
1268,2025-09-17,Lucknow,Clothing,Jeans,3,2807.32,5,408.45,Cash
1269,2025-09-18,Lucknow,Clothing,Shirt,5,4974.3,0,894.89,Card
1270,2025-06-23,Mumbai,Furniture,Chair,5,13297.66,20,2810.95,Card
1271,2025-07-25,Lucknow,Furniture,Chair,1,2964.29,20,534.96,UPI
1272,2025-01-21,Lucknow,Clothing,Jeans,5,4481.25,10,820.09,Cash
1273,2025-04-21,Jaipur,Furniture,Chair,3,9803.53,5,1825.2,Cash
1274,2025-02-21,Pune,Electronics,Headphones,3,5313.85,10,1252.79,UPI
1275,2025-05-11,Jaipur,Electronics,Mouse,5,7932.36,20,1439.87,Card
1276,2025-06-12,Mumbai,Furniture,Chair,2,6944.47,10,1465.15,UPI
1277,2025-03-01,Lucknow,Furniture,Table,2,5685.54,15,814.49,Card
1278,2025-09-27,Pune,Clothing,Shirt,6,5538.98,0,1262.44,UPI
1279,2025-11-28,Pune,Electronics,Headphones,6,10135.23,5,2081.59,Card
1280,2025-02-09,Delhi,Furniture,Chair,4,12987.92,0,2776.52,Card
1281,2025-08-16,Lucknow,Clothing,Jeans,5,4114.28,5,653.01,Cash
1282,2025-01-10,Jaipur,Electronics,Headphones,6,9527.31,10,1892.54,UPI
1283,2025-07-12,Lucknow,Furniture,Table,2,5338.64,15,1060.3,Card
1284,2025-12-06,Mumbai,Clothing,Jeans,3,3205.42,15,638.79,Cash
1285,2025-07-16,Jaipur,Furniture,Chair,3,9422.8,15,1430.36,UPI
1286,2025-11-27,Delhi,Electronics,Keyboard,1,1734.71,10,345.23,Cash
1287,2025-06-26,Lucknow,Electronics,Keyboard,1,1799.36,0,394.24,Card
1288,2025-11-11,Lucknow,Furniture,Chair,2,5982.8,0,976.69,UPI
1289,2025-11-24,Mumbai,Electronics,Mouse,4,5861.89,10,926.5,Card
1290,2025-06-03,Mumbai,Clothing,Jeans,6,5546.72,10,844.68,UPI
1291,2025-11-22,Pune,Furniture,Table,3,7539.4,0,1527.06,UPI
1292,2025-09-04,Lucknow,Furniture,Chair,2,4804.1,15,745.76,UPI
1293,2025-08-09,Jaipur,Electronics,Keyboard,2,3150.85,10,517.57,UPI
1294,2025-12-07,Jaipur,Clothing,Shirt,6,5006.23,5,1220.57,Card
1295,2025-11-02,Delhi,Electronics,Keyboard,4,4801.52,5,716.22,Cash
1296,2025-08-22,Jaipur,Clothing,Shirt,3,2775.85,15,648.07,Cash
1297,2025-01-21,Delhi,Electronics,Headphones,3,4320.36,10,920.43,UPI
1298,2025-06-07,Jaipur,Furniture,Table,1,3155.85,5,695.06,UPI
1299,2025-02-01,Lucknow,Clothing,Jeans,2,2149.03,10,459.22,Cash
1300,2025-09-30,Mumbai,Clothing,Shirt,1,768.24,10,118.93,Card
1301,2025-08-23,Pune,Furniture,Chair,6,19512.21,0,3543.43,Card
1302,2025-01-07,Mumbai,Furniture,Table,4,13237.8,10,2440.75,Cash
1303,2025-05-31,Delhi,Electronics,Headphones,6,10453.41,15,1499.62,UPI
1304,2025-05-13,Pune,Electronics,Mouse,2,2923.02,20,641.53,Card
1305,2025-12-28,Lucknow,Furniture,Chair,2,6810.14,0,1237.33,UPI
1306,2025-04-21,Pune,Clothing,Shirt,5,5282.2,20,950.08,Cash
1307,2025-04-16,Pune,Furniture,Table,4,12736.99,0,1926.69,Cash
1308,2025-01-02,Pune,Electronics,Keyboard,6,9491.56,10,1692.07,UPI
1309,2025-10-20,Lucknow,Furniture,Table,2,5222.04,5,1138.94,UPI
1310,2025-07-24,Delhi,Clothing,Shirt,1,736.51,0,135.47,Card
1311,2025-06-02,Jaipur,Furniture,Table,1,2937.92,15,399.21,Card
1312,2025-01-21,Delhi,Clothing,Shirt,4,3426.25,5,552.13,Cash
1313,2025-05-13,Mumbai,Electronics,Mouse,3,4079.08,15,757.63,UPI
1314,2025-08-30,Delhi,Furniture,Table,4,14069.69,5,2435.5,UPI
1315,2025-08-21,Jaipur,Furniture,Chair,4,13645.74,0,2946.72,Cash
1316,2025-04-18,Delhi,Electronics,Keyboard,1,1592.89,5,310.9,Cash
1317,2025-05-26,Delhi,Furniture,Table,4,9882.79,5,2307.38,UPI
1318,2025-09-02,Pune,Electronics,Mouse,3,4850.69,20,639.38,UPI
1319,2025-05-20,Jaipur,Clothing,Shirt,4,3801.81,20,792.21,UPI
1320,2025-01-20,Pune,Clothing,Shirt,1,890.33,0,182.48,Card
1321,2025-02-03,Lucknow,Furniture,Table,5,17723.89,10,4024.1,Cash
1322,2025-07-25,Jaipur,Electronics,Keyboard,1,1389.11,0,341.92,UPI
1323,2025-02-22,Delhi,Clothing,Shirt,5,3821.7,0,691.68,UPI
1324,2025-08-23,Delhi,Clothing,Jeans,4,4257.57,15,820.9,Card
1325,2025-08-30,Jaipur,Clothing,Shirt,2,1491.67,5,353.27,UPI
1326,2025-10-14,Delhi,Furniture,Table,4,12458.44,15,2099.19,UPI
1327,2025-09-27,Lucknow,Furniture,Table,1,2888.47,10,594.86,Cash
1328,2025-08-05,Delhi,Furniture,Table,4,12629.99,0,2943.03,Card
1329,2025-12-22,Delhi,Clothing,Jeans,5,4071.89,0,611.63,UPI
1330,2025-04-11,Jaipur,Electronics,Mouse,1,1281.44,20,204.4,Card
